MP name,Party,Office,Staffing,Windup,Accommodation,Travel,Other,Total
Giles Watling,Conservative,2644.81,16797.0,0.0,875.0,1570.97,0.0,21887.78
Suzanne Webb,Conservative,7113.5,0.0,0.0,5524.98,1120.6,0.0,13759.08
Claudia Webbe,Independent,5123.56,8600.0,0.0,0.0,134.32,0.0,13857.88
Catherine West,Labour,5798.79,0.0,0.0,0.0,0.0,0.0,5798.79
Matt Western,Labour,6041.0,4.0,0.0,5355.0,642.4,0.0,12042.4
Helen Whately,Conservative,6614.57,0.0,0.0,16037.01,110.06,0.0,22761.64
Heather Wheeler,Conservative,4826.73,3047.0,0.0,7000.0,762.0,0.0,15635.73
Alan Whitehead,Labour,10785.58,0.0,0.0,6083.63,0.0,0.0,16869.21
Philippa Whitford,Scottish National Party,4510.45,0.0,0.0,7235.72,171.49,0.0,11917.66
Mick Whitley,Labour,7735.29,0.0,0.0,6728.91,606.85,0.0,15071.05
Craig Whittaker,Conservative,6135.56,3050.0,0.0,5595.05,3351.62,0.0,18132.23
John Whittingdale,Conservative,5047.29,5047.0,0.0,5730.0,804.15,0.0,16628.44
Nadia Whittome,Labour,1781.7,0.0,0.0,5460.0,0.0,0.0,7241.7
Bill Wiggin,Conservative,4539.94,0.0,0.0,673.98,1071.0,0.0,6284.92
James Wild,Conservative,5512.87,3049.0,0.0,2922.06,958.46,0.0,12442.39
Craig Williams,Conservative,14474.07,3487.6,0.0,6595.06,886.5,101.81,25545.04
Hywel Williams,Plaid Cymru,8595.36,2000.0,0.0,8024.62,660.65,0.0,19280.63
Gavin Williamson,Conservative,5428.84,3047.0,0.0,4854.24,0.0,0.0,13330.08
Munira Wilson,Liberal Democrat,8066.87,7538.26,0.0,0.0,0.0,0.0,15605.13
Sammy Wilson,Democratic Unionist Party,9899.59,5472.82,0.0,4547.86,0.0,0.0,19920.27
Beth Winter,Labour,19710.09,150.0,0.0,0.0,2211.3,0.0,22071.39
Rosie Winterton,Labour,2565.18,3600.0,0.0,2487.76,1861.85,0.0,10514.79
Pete Wishart,Scottish National Party,4614.76,5550.0,0.0,6541.08,1329.0,0.0,18034.84
William Wragg,Conservative,6883.68,3047.0,0.0,7756.68,668.0,0.0,18355.36
Jeremy Wright,Conservative,967.94,3493.6,0.0,5327.23,724.1,0.0,10512.87
Mohammad Yasin,Labour,5838.39,3600.0,0.0,0.0,0.0,0.0,9438.39
Jacob Young,Conservative,8072.8,3050.0,0.0,5850.0,596.77,0.0,17569.57
Nadhim Zahawi,Conservative,4029.85,3047.0,0.0,0.0,0.0,0.0,7076.85
Daniel Zeichner,Labour,8339.1,0.0,0.0,0.0,24.29,0.0,8363.39
