"","id","neighbourhood_cleansed","latitude","longitude","property_type","room_type","bedrooms","price","number_of_reviews"
"14266",32542357,"De Pijp - Rivierenbuurt",52.35139,4.89166,"Private room in apartment","Private room",2,86,105
"14268",32562899,"De Baarsjes - Oud-West",52.36381,4.85841,"Entire apartment","Entire home/apt",2,150,1
"14269",32565327,"Slotervaart",52.36008,4.8257,"Entire house","Entire home/apt",2,99,1
"14270",32565792,"De Pijp - Rivierenbuurt",52.3559,4.8978,"Entire apartment","Entire home/apt",1,265,5
"14271",32572428,"Noord-West",52.40604,4.9086,"Private room in apartment","Private room",2,65,47
"14272",32574006,"Centrum-Oost",52.37023,4.90868,"Entire apartment","Entire home/apt",1,198,0
"14273",32585416,"De Pijp - Rivierenbuurt",52.35451,4.89465,"Entire house","Entire home/apt",2,207,0
"14276",32601805,"De Pijp - Rivierenbuurt",52.35262,4.90342,"Entire apartment","Entire home/apt",1,150,6
"14277",32604803,"De Baarsjes - Oud-West",52.36453,4.86596,"Entire apartment","Entire home/apt",1,190,3
"14279",32607056,"Westerpark",52.38637,4.8769,"Entire apartment","Entire home/apt",1,230,3
"14280",32607627,"De Pijp - Rivierenbuurt",52.34648,4.89488,"Entire apartment","Entire home/apt",1,149,4
"14294",32628276,"Centrum-Oost",52.36871,4.92011,"Entire apartment","Entire home/apt",1,135,3
"14295",32630699,"IJburg - Zeeburgereiland",52.37317,4.97058,"Entire apartment","Entire home/apt",1,180,0
"14296",32634729,"Centrum-West",52.38048,4.89272,"Private room in apartment","Private room",1,63,43
"14297",32635929,"Oostelijk Havengebied - Indische Buurt",52.36488,4.93375,"Entire apartment","Entire home/apt",1,135,17
"14298",32649479,"Oostelijk Havengebied - Indische Buurt",52.35985,4.94299,"Entire apartment","Entire home/apt",1,129,9
"14299",32649989,"Centrum-Oost",52.36012,4.89688,"Entire apartment","Entire home/apt",2,165,1
"14301",32654195,"De Baarsjes - Oud-West",52.36322,4.86545,"Entire apartment","Entire home/apt",2,170,3
"14302",32654589,"De Baarsjes - Oud-West",52.36362,4.86601,"Entire apartment","Entire home/apt",2,140,4
"14303",32660650,"Zuid",52.35956,4.87823,"Entire apartment","Entire home/apt",1,34,0
"14304",32679807,"Centrum-West",52.38069,4.88038,"Entire apartment","Entire home/apt",1,140,8
"14305",32681751,"De Baarsjes - Oud-West",52.37096,4.85126,"Entire apartment","Entire home/apt",1,80,3
"14306",32683114,"De Pijp - Rivierenbuurt",52.35389,4.90276,"Entire apartment","Entire home/apt",1,157,3
"14307",32686724,"Bos en Lommer",52.37559,4.86172,"Entire apartment","Entire home/apt",1,150,6
"14308",32687052,"Oostelijk Havengebied - Indische Buurt",52.37123,4.9418,"Private room in apartment","Private room",1,78,55
"14310",32691009,"De Baarsjes - Oud-West",52.36582,4.87371,"Entire apartment","Entire home/apt",2,233,14
"14311",32692691,"Westerpark",52.38798,4.88216,"Entire apartment","Entire home/apt",1,214,6
"14313",32711433,"De Pijp - Rivierenbuurt",52.34895,4.90305,"Entire apartment","Entire home/apt",2,250,4
"14314",32713141,"Centrum-West",52.36875,4.88706,"Entire apartment","Entire home/apt",1,153,1
"14315",32713514,"Westerpark",52.38414,4.87824,"Entire apartment","Entire home/apt",1,110,4
"14316",32717807,"Bos en Lommer",52.37678,4.84869,"Entire apartment","Entire home/apt",1,45,4
"14318",32722735,"De Baarsjes - Oud-West",52.36527,4.86235,"Entire apartment","Entire home/apt",1,120,8
"14319",32729549,"Bos en Lommer",52.37605,4.83745,"Private room in apartment","Private room",1,98,14
"14322",32742196,"IJburg - Zeeburgereiland",52.36245,4.97827,"Entire house","Entire home/apt",4,225,4
"14323",32759610,"Bos en Lommer",52.38101,4.85794,"Entire apartment","Entire home/apt",2,160,4
"14324",32762878,"De Baarsjes - Oud-West",52.36475,4.87756,"Private room in house","Private room",1,398,44
"14325",32774323,"De Baarsjes - Oud-West",52.36844,4.86825,"Entire apartment","Entire home/apt",1,149,3
"14326",32774523,"Slotervaart",52.35279,4.84114,"Private room in apartment","Private room",1,70,31
"14328",32782918,"Westerpark",52.38122,4.87325,"Entire apartment","Entire home/apt",1,100,9
"14329",32796572,"De Baarsjes - Oud-West",52.37197,4.85284,"Entire apartment","Entire home/apt",1,200,1
"14330",32801786,"Centrum-West",52.37261,4.88701,"Private room in apartment","Private room",1,95,7
"14332",32806651,"Zuid",52.35594,4.85466,"Private room in apartment","Private room",1,85,13
"14333",32806990,"De Baarsjes - Oud-West",52.36972,4.85836,"Entire apartment","Entire home/apt",1,241,4
"14335",32816952,"IJburg - Zeeburgereiland",52.37146,4.96382,"Private room in apartment","Private room",1,140,1
"14336",32825727,"Centrum-Oost",52.3631,4.91065,"Entire apartment","Entire home/apt",1,250,2
"14337",32827911,"Buitenveldert - Zuidas",52.33349,4.87284,"Entire apartment","Entire home/apt",3,90,3
"14338",32828642,"Oud-Oost",52.35663,4.91147,"Entire apartment","Entire home/apt",1,129,0
"14339",32829731,"Centrum-Oost",52.36145,4.91225,"Entire apartment","Entire home/apt",1,79,8
"14341",32834490,"Centrum-West",52.38791,4.88872,"Entire apartment","Entire home/apt",3,317,7
"14343",32838087,"Westerpark",52.37471,4.87442,"Entire apartment","Entire home/apt",1,155,9
"14344",32839244,"Zuid",52.35228,4.85393,"Entire apartment","Entire home/apt",1,180,8
"14345",32843457,"Bos en Lommer",52.37368,4.84747,"Entire apartment","Entire home/apt",2,206,2
"14346",32858756,"Westerpark",52.37475,4.8738,"Entire apartment","Entire home/apt",1,141,8
"14347",32861412,"Centrum-West",52.38686,4.8883,"Private room in apartment","Private room",1,75,17
"14348",32864535,"Centrum-West",52.37655,4.89562,"Entire apartment","Entire home/apt",2,375,11
"14349",32870071,"Slotervaart",52.35472,4.83249,"Private room in apartment","Private room",1,42,1
"14351",32881459,"De Pijp - Rivierenbuurt",52.34929,4.90193,"Entire apartment","Entire home/apt",2,300,12
"14352",32881699,"Oud-Oost",52.35877,4.91344,"Entire apartment","Entire home/apt",2,160,6
"14353",32888043,"Centrum-West",52.37823,4.89532,"Private room in apartment","Private room",1,60,108
"14356",32911402,"De Pijp - Rivierenbuurt",52.34252,4.89378,"Private room in apartment","Private room",1,80,8
"14357",32911857,"Geuzenveld - Slotermeer",52.38243,4.80814,"Entire apartment","Entire home/apt",2,225,7
"14360",32940315,"Centrum-Oost",52.3625,4.90653,"Entire apartment","Entire home/apt",1,150,6
"14361",32943714,"Westerpark",52.39093,4.87895,"Private room in apartment","Private room",1,60,7
"14362",32945145,"Zuid",52.35257,4.85014,"Entire apartment","Entire home/apt",1,100,2
"14363",32946508,"Westerpark",52.38521,4.87,"Entire apartment","Entire home/apt",1,130,5
"14364",32948155,"Bos en Lommer",52.37611,4.85607,"Entire apartment","Entire home/apt",2,150,2
"14367",32954415,"Zuid",52.35405,4.84885,"Entire apartment","Entire home/apt",2,130,4
"14368",32955169,"De Baarsjes - Oud-West",52.36666,4.87673,"Entire apartment","Entire home/apt",2,300,3
"14369",32956414,"IJburg - Zeeburgereiland",52.3593,4.98141,"Entire house","Entire home/apt",3,200,2
"14370",32956676,"Bos en Lommer",52.37811,4.84853,"Entire house","Entire home/apt",1,99,15
"14372",32960073,"Centrum-West",52.36619,4.88017,"Private room in apartment","Private room",1,120,7
"14373",32961381,"Centrum-West",52.37597,4.89717,"Private room in apartment","Private room",1,114,6
"14374",32961506,"Oud-Oost",52.35634,4.92876,"Entire apartment","Entire home/apt",1,146,2
"14376",32974400,"Geuzenveld - Slotermeer",52.37525,4.83243,"Entire apartment","Entire home/apt",3,150,8
"14377",32974574,"Oud-Oost",52.35952,4.91248,"Entire apartment","Entire home/apt",1,199,2
"14378",32974828,"Bos en Lommer",52.3754,4.86105,"Private room in apartment","Private room",1,35,123
"14380",32975120,"Watergraafsmeer",52.34231,4.926,"Entire house","Entire home/apt",3,135,6
"14381",32977084,"Zuid",52.35503,4.87066,"Entire apartment","Entire home/apt",1,200,15
"14382",32978062,"Bos en Lommer",52.38172,4.85243,"Entire apartment","Entire home/apt",1,143,6
"14383",32981392,"Oostelijk Havengebied - Indische Buurt",52.36224,4.93476,"Entire apartment","Entire home/apt",1,111,2
"14385",32982935,"Bijlmer-Oost",52.3201,4.97888,"Entire apartment","Entire home/apt",1,95,3
"14386",32983731,"Westerpark",52.38916,4.87787,"Private room in apartment","Private room",1,99,6
"14387",32985357,"Watergraafsmeer",52.35179,4.94281,"Entire house","Entire home/apt",2,300,3
"14388",32988652,"Bijlmer-Centrum",52.31976,4.95794,"Entire apartment","Entire home/apt",3,435,11
"14389",33002649,"Oud-Oost",52.3633,4.93111,"Entire apartment","Entire home/apt",1,133,6
"14390",33005148,"Bos en Lommer",52.3766,4.85932,"Private room in apartment","Private room",1,48,37
"14391",33005205,"Centrum-Oost",52.3701,4.91373,"Entire apartment","Entire home/apt",2,120,4
"14397",33011418,"De Pijp - Rivierenbuurt",52.34701,4.9012,"Entire apartment","Entire home/apt",1,110,6
"14398",33011893,"Geuzenveld - Slotermeer",52.37337,4.83345,"Entire apartment","Entire home/apt",2,180,14
"14399",33013917,"De Baarsjes - Oud-West",52.36843,4.85044,"Entire apartment","Entire home/apt",2,160,2
"14400",33016005,"Oud-Oost",52.35968,4.92523,"Entire apartment","Entire home/apt",1,125,8
"14401",33026828,"Watergraafsmeer",52.33926,4.91935,"Entire house","Entire home/apt",4,499,5
"14403",33029686,"De Pijp - Rivierenbuurt",52.34918,4.8936,"Entire apartment","Entire home/apt",1,148,6
"14404",33034275,"De Pijp - Rivierenbuurt",52.35409,4.90157,"Entire apartment","Entire home/apt",2,146,10
"14405",33042149,"De Baarsjes - Oud-West",52.36873,4.84887,"Entire apartment","Entire home/apt",1,120,3
"14406",33042335,"Noord-Oost",52.39416,4.93317,"Entire house","Entire home/apt",3,175,3
"14407",33043215,"Buitenveldert - Zuidas",52.32413,4.85792,"Entire house","Entire home/apt",4,220,3
"14408",33056587,"De Baarsjes - Oud-West",52.37088,4.86099,"Private room in apartment","Private room",1,200,0
"14409",33059529,"Watergraafsmeer",52.35307,4.94461,"Private room in apartment","Private room",1,45,39
"14410",33061795,"Watergraafsmeer",52.34023,4.93994,"Entire apartment","Entire home/apt",1,60,5
"14411",33062323,"Slotervaart",52.36397,4.8406,"Entire apartment","Entire home/apt",2,468,0
"14412",33083786,"Slotervaart",52.34912,4.84072,"Entire apartment","Entire home/apt",2,300,6
"14413",33087684,"De Pijp - Rivierenbuurt",52.34907,4.90634,"Entire apartment","Entire home/apt",1,100,11
"14414",33087976,"Westerpark",52.3819,4.86794,"Entire apartment","Entire home/apt",1,199,4
"14415",33089191,"Slotervaart",52.36483,4.84252,"Entire apartment","Entire home/apt",1,80,2
"14416",33090424,"IJburg - Zeeburgereiland",52.36347,4.98283,"Entire apartment","Entire home/apt",1,120,13
"14419",33096100,"Centrum-West",52.37681,4.89629,"Entire apartment","Entire home/apt",1,200,3
"14420",33108275,"Centrum-West",52.37328,4.87989,"Entire apartment","Entire home/apt",2,269,3
"14421",33114113,"Bijlmer-Centrum",52.32452,4.94978,"Private room in house","Private room",1,144,0
"14422",33114235,"IJburg - Zeeburgereiland",52.36544,4.98698,"Private room in house","Private room",1,120,0
"14423",33124128,"Centrum-West",52.37231,4.8797,"Entire apartment","Entire home/apt",2,210,4
"14424",33125260,"Noord-West",52.42123,4.89065,"Entire house","Entire home/apt",1,137,4
"14425",33127916,"Zuid",52.35255,4.85509,"Entire apartment","Entire home/apt",1,135,1
"14426",33129141,"Westerpark",52.37873,4.86405,"Entire apartment","Entire home/apt",1,100,35
"14427",33130243,"De Baarsjes - Oud-West",52.36143,4.87126,"Entire apartment","Entire home/apt",1,164,8
"14428",33130925,"Westerpark",52.3848,4.87204,"Entire apartment","Entire home/apt",2,200,9
"14429",33131183,"Centrum-West",52.37087,4.88384,"Entire apartment","Entire home/apt",1,170,13
"14430",33135286,"De Baarsjes - Oud-West",52.36696,4.85174,"Private room in apartment","Private room",1,70,24
"14431",33137008,"IJburg - Zeeburgereiland",52.36348,4.98839,"Private room in house","Private room",1,150,0
"14432",33147473,"Oud-Oost",52.35583,4.9063,"Entire apartment","Entire home/apt",1,200,5
"14433",33149756,"Oostelijk Havengebied - Indische Buurt",52.35862,4.93707,"Entire apartment","Entire home/apt",1,80,2
"14435",33152519,"Geuzenveld - Slotermeer",52.37771,4.78141,"Entire apartment","Entire home/apt",2,129,2
"14436",33158260,"Osdorp",52.35217,4.81425,"Entire house","Entire home/apt",3,150,7
"14439",33175171,"De Baarsjes - Oud-West",52.36189,4.86183,"Entire apartment","Entire home/apt",1,230,4
"14440",33177612,"Centrum-Oost",52.36905,4.91662,"Entire apartment","Entire home/apt",1,150,5
"14441",33180317,"Noord-West",52.40471,4.9219,"Private room in apartment","Private room",1,90,5
"14444",33182545,"Zuid",52.35118,4.84742,"Entire apartment","Entire home/apt",1,69,4
"14445",33184440,"IJburg - Zeeburgereiland",52.35449,4.99792,"Entire apartment","Entire home/apt",3,195,5
"14446",33185579,"De Baarsjes - Oud-West",52.36308,4.86527,"Entire house","Entire home/apt",1,140,6
"14447",33185777,"Westerpark",52.37327,4.86679,"Private room in apartment","Private room",1,75,12
"14448",33186938,"De Pijp - Rivierenbuurt",52.35639,4.8953,"Entire apartment","Entire home/apt",2,300,12
"14449",33186988,"De Baarsjes - Oud-West",52.36187,4.86411,"Entire apartment","Entire home/apt",1,54,8
"14450",33192650,"Oud-Oost",52.35782,4.90719,"Entire apartment","Entire home/apt",1,200,9
"14453",33205385,"De Pijp - Rivierenbuurt",52.35697,4.88787,"Entire apartment","Entire home/apt",2,250,10
"14454",33214937,"De Pijp - Rivierenbuurt",52.35246,4.8995,"Private room in apartment","Private room",1,70,20
"14455",33215047,"De Baarsjes - Oud-West",52.36645,4.86564,"Entire apartment","Entire home/apt",1,180,6
"14457",33236679,"De Pijp - Rivierenbuurt",52.3533,4.89493,"Entire apartment","Entire home/apt",2,550,10
"14458",33237678,"De Pijp - Rivierenbuurt",52.34299,4.89399,"Entire house","Entire home/apt",3,225,9
"14459",33242226,"Centrum-West",52.3712,4.88284,"Private room in apartment","Private room",2,180,7
"14460",33244797,"Zuid",52.35224,4.84765,"Private room in apartment","Private room",1,110,2
"14462",33251818,"Westerpark",52.37346,4.87086,"Entire apartment","Entire home/apt",1,175,14
"14463",33259044,"De Baarsjes - Oud-West",52.35749,4.85867,"Entire apartment","Entire home/apt",2,314,3
"14465",33260736,"Oud-Oost",52.36362,4.92667,"Entire apartment","Entire home/apt",3,320,3
"14466",33261779,"De Pijp - Rivierenbuurt",52.35442,4.89267,"Private room in apartment","Private room",1,75,19
"14468",33268519,"Geuzenveld - Slotermeer",52.38018,4.82985,"Entire house","Entire home/apt",2,175,11
"14469",33280916,"Centrum-Oost",52.36431,4.91116,"Entire apartment","Entire home/apt",2,175,4
"14470",33293621,"Bijlmer-Oost",52.32385,4.9682,"Private room in apartment","Private room",1,48,25
"14471",33303727,"De Pijp - Rivierenbuurt",52.35237,4.90379,"Entire apartment","Entire home/apt",1,228,9
"14472",33305599,"Centrum-West",52.37131,4.8922,"Entire apartment","Entire home/apt",1,220,0
"14474",33307723,"Bijlmer-Centrum",52.31794,4.95739,"Private room in apartment","Private room",1,34,10
"14476",33309735,"De Pijp - Rivierenbuurt",52.35517,4.9049,"Entire apartment","Entire home/apt",1,185,2
"14477",33312803,"Oud-Noord",52.39403,4.91643,"Entire house","Entire home/apt",2,224,5
"14478",33322403,"Centrum-West",52.37615,4.89284,"Entire apartment","Entire home/apt",3,229,17
"14479",33324471,"Centrum-Oost",52.36414,4.90477,"Entire apartment","Entire home/apt",2,235,4
"14480",33326302,"De Baarsjes - Oud-West",52.36423,4.86131,"Entire apartment","Entire home/apt",1,120,7
"14481",33327114,"Oud-Oost",52.36312,4.93041,"Entire apartment","Entire home/apt",1,100,5
"14482",33327211,"Zuid",52.34413,4.8599,"Entire apartment","Entire home/apt",3,201,4
"14483",33334600,"Noord-Oost",52.4066,4.93203,"Entire house","Entire home/apt",3,202,3
"14484",33335244,"De Baarsjes - Oud-West",52.36914,4.87295,"Private room in apartment","Private room",1,132,26
"14485",33339583,"Slotervaart",52.35376,4.83152,"Private room in apartment","Private room",1,46,21
"14486",33340202,"Osdorp",52.36113,4.79283,"Entire house","Entire home/apt",3,83,1
"14487",33342074,"De Pijp - Rivierenbuurt",52.34275,4.89501,"Entire apartment","Entire home/apt",1,200,6
"14488",33355236,"Bos en Lommer",52.37288,4.84928,"Entire apartment","Entire home/apt",1,100,8
"14489",33356157,"De Pijp - Rivierenbuurt",52.3565,4.89291,"Entire apartment","Entire home/apt",1,160,4
"14493",33361599,"Geuzenveld - Slotermeer",52.37161,4.82075,"Private room in house","Private room",1,26,93
"14494",33364999,"Centrum-Oost",52.36186,4.89641,"Entire apartment","Entire home/apt",2,289,14
"14495",33369596,"De Baarsjes - Oud-West",52.36017,4.85974,"Entire apartment","Entire home/apt",2,250,1
"14496",33380289,"Centrum-Oost",52.36093,4.89286,"Entire apartment","Entire home/apt",2,230,15
"14497",33389453,"De Pijp - Rivierenbuurt",52.35296,4.8866,"Entire apartment","Entire home/apt",2,750,0
"14499",33412851,"Westerpark",52.38838,4.88786,"Entire apartment","Entire home/apt",1,128,0
"14500",33412977,"Westerpark",52.38834,4.88606,"Entire apartment","Entire home/apt",2,147,0
"14501",33413159,"Centrum-West",52.38675,4.88615,"Entire apartment","Entire home/apt",2,157,0
"14502",33413180,"Centrum-West",52.38654,4.88797,"Entire apartment","Entire home/apt",2,157,0
"14503",33413799,"Zuid",52.34379,4.85927,"Entire apartment","Entire home/apt",1,140,4
"14504",33415416,"Noord-Oost",52.39706,4.95251,"Entire apartment","Entire home/apt",2,200,13
"14507",33423254,"Westerpark",52.39171,4.87077,"Entire apartment","Entire home/apt",1,150,11
"14508",33424512,"Geuzenveld - Slotermeer",52.37135,4.82098,"Entire house","Entire home/apt",5,196,2
"14510",33435855,"Oostelijk Havengebied - Indische Buurt",52.37249,4.94629,"Entire apartment","Entire home/apt",2,164,3
"14512",33441615,"De Pijp - Rivierenbuurt",52.35581,4.90085,"Entire apartment","Entire home/apt",2,298,8
"14514",33448591,"Centrum-Oost",52.36076,4.88946,"Private room in apartment","Private room",1,300,85
"14515",33460959,"Westerpark",52.37571,4.87302,"Entire apartment","Entire home/apt",1,169,12
"14517",33469757,"Bijlmer-Centrum",52.32469,4.94816,"Entire apartment","Entire home/apt",2,116,7
"14518",33481649,"Oud-Oost",52.35664,4.9104,"Entire apartment","Entire home/apt",1,150,12
